timestamp,region,network_type,hour_of_day,day_of_week,month,is_weekend,is_special_event,active_users_k,latency_ms,signal_strength_dbm,packet_loss_pct,iot_devices,video_ratio,slicing_factor,tower_load_pct,temperature_c,bandwidth_gbps,region_type,reg_Ahmedabad_Commercial,reg_Bangalore_Tech,reg_Chennai_Port,reg_Delhi_Metro,reg_Hyderabad_IT,reg_Jaipur_Tourist,reg_Kolkata_Central,reg_Mumbai_Urban,reg_Pune_Industrial,reg_Surat_Trade,net_5G_NSA,net_5G_SA,net_5G_mmWave,rtype_commercial,rtype_high_density,rtype_industrial,rtype_medium,rtype_mixed,rtype_tech_hub,rtype_tourist
2024-04-15 17:07:00,Mumbai_Urban,5G_mmWave,17,0,4,0,0,666,8.07,-71.5,0.028,161,0.943,0.544,84.5,27.9,161.394,high_density,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
2024-07-19 09:53:00,Pune_Industrial,5G_SA,9,4,7,0,0,259,7.2,-65.8,0.466,116,0.736,0.454,57.1,40.6,84.551,industrial,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
2024-08-14 06:45:00,Surat_Trade,5G_NSA,6,2,8,0,0,167,9.49,-84.4,0.561,80,0.632,0.632,32.3,30.8,33.122,commercial,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False
2024-11-08 07:49:00,Delhi_Metro,5G_SA,7,4,11,0,0,605,11.84,-67.8,0.418,185,0.673,0.603,82.0,27.3,135.196,high_density,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2023-08-27 03:24:00,Kolkata_Central,5G_SA,3,6,8,1,1,200,11.44,-77.4,0.328,126,0.641,0.406,31.1,34.1,55.925,medium,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
2024-10-12 11:10:00,Kolkata_Central,5G_NSA,11,5,10,1,0,374,10.55,-61.4,0.121,117,0.802,0.79,72.3,25.5,103.127,medium,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
2023-08-03 21:17:00,Hyderabad_IT,5G_NSA,21,3,8,0,0,671,5.74,-79.1,1.009,136,0.641,0.779,100.0,33.2,153.57,tech_hub,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2024-10-12 05:34:00,Delhi_Metro,5G_mmWave,5,5,10,1,0,559,8.32,-64.2,0.232,190,0.61,0.409,59.2,30.1,116.985,high_density,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2024-04-18 12:17:00,Chennai_Port,5G_SA,12,3,4,0,0,382,5.22,-75.6,0.081,126,0.778,0.818,77.2,25.3,110.13,mixed,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2024-12-02 10:53:00,Jaipur_Tourist,5G_SA,10,0,12,0,0,209,10.34,-63.5,0.424,76,0.734,0.92,55.6,24.3,63.866,tourist,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2023-02-02 10:25:00,Mumbai_Urban,5G_SA,10,3,2,0,0,750,10.87,-64.4,0.722,164,0.747,0.456,89.6,21.3,104.268,high_density,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
2023-08-05 18:56:00,Kolkata_Central,5G_SA,18,5,8,1,0,469,7.17,-71.4,0.011,121,0.706,0.862,80.6,30.0,118.901,medium,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
2024-11-02 15:25:00,Hyderabad_IT,5G_SA,15,5,11,1,1,690,7.07,-54.8,0.426,134,0.752,0.562,80.5,22.6,172.388,tech_hub,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2023-09-29 04:15:00,Ahmedabad_Commercial,5G_SA,4,4,9,0,0,202,9.83,-74.5,0.336,117,0.499,0.973,35.1,33.8,56.299,commercial,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2023-09-27 23:37:00,Jaipur_Tourist,5G_mmWave,23,2,9,0,0,204,7.28,-61.9,0.029,67,0.622,0.424,65.4,32.3,41.704,tourist,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2024-02-13 11:14:00,Pune_Industrial,5G_mmWave,11,1,2,0,0,261,5.86,-72.8,0.216,117,0.642,0.625,65.4,23.2,80.918,industrial,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
2024-05-20 02:48:00,Bangalore_Tech,5G_mmWave,2,0,5,0,0,217,11.92,-70.4,0.308,159,0.55,0.745,31.5,35.8,65.592,tech_hub,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2023-06-06 20:10:00,Mumbai_Urban,5G_SA,20,1,6,0,1,912,8.38,-72.9,0.657,157,0.743,0.443,100.0,31.3,227.151,high_density,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
2023-03-07 12:24:00,Pune_Industrial,5G_mmWave,12,1,3,0,0,280,9.95,-69.1,0.322,135,0.623,0.882,63.3,22.5,77.379,industrial,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
2024-06-25 08:35:00,Surat_Trade,5G_NSA,8,1,6,0,0,238,7.66,-62.7,0.901,102,0.753,0.462,53.8,35.6,50.03,commercial,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False
2023-04-28 21:56:00,Mumbai_Urban,5G_mmWave,21,4,4,0,0,1082,6.63,-69.4,0.827,173,0.709,0.669,99.0,25.0,227.485,high_density,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
2024-10-18 10:07:00,Jaipur_Tourist,5G_NSA,10,4,10,0,0,243,7.2,-72.1,0.299,78,0.599,0.486,59.5,27.0,45.107,tourist,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2023-06-11 14:00:00,Kolkata_Central,5G_NSA,14,6,6,1,0,401,7.49,-75.8,0.077,106,0.708,0.968,66.3,31.0,99.416,medium,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
2023-07-02 16:58:00,Kolkata_Central,5G_mmWave,16,6,7,1,0,467,7.65,-72.0,0.215,88,0.725,0.848,76.1,31.5,120.671,medium,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
2023-11-02 20:32:00,Delhi_Metro,5G_mmWave,20,3,11,0,0,947,6.7,-70.2,0.0,186,0.716,0.714,100.0,29.4,258.131,high_density,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2023-06-06 11:48:00,Surat_Trade,5G_SA,11,1,6,0,0,343,8.23,-64.2,0.335,83,0.474,0.75,47.1,31.6,65.574,commercial,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False
2024-06-27 00:38:00,Bangalore_Tech,5G_mmWave,0,3,6,0,0,165,12.48,-82.6,1.16,172,0.778,0.416,26.2,36.7,41.071,tech_hub,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2023-01-20 03:59:00,Hyderabad_IT,5G_NSA,3,4,1,0,0,267,11.43,-72.7,0.829,153,0.458,0.434,40.9,20.2,50.855,tech_hub,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2023-09-03 01:15:00,Hyderabad_IT,5G_NSA,1,6,9,1,0,249,11.34,-75.6,0.505,144,0.665,0.803,35.6,26.4,56.957,tech_hub,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2023-03-29 23:31:00,Surat_Trade,5G_SA,23,2,3,0,0,368,8.48,-59.6,0.599,91,0.668,0.48,75.2,27.9,52.652,commercial,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False
2023-05-09 04:42:00,Delhi_Metro,5G_mmWave,4,1,5,0,0,447,6.98,-81.5,0.954,178,0.421,0.87,45.6,35.9,119.195,high_density,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2023-06-19 08:33:00,Ahmedabad_Commercial,5G_mmWave,8,0,6,0,0,274,8.44,-85.3,1.274,116,0.54,0.446,46.7,35.2,60.642,commercial,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2023-08-05 17:48:00,Surat_Trade,5G_NSA,17,5,8,1,0,395,10.04,-79.9,0.077,66,0.747,0.567,57.4,32.9,78.196,commercial,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False
2023-11-16 12:42:00,Chennai_Port,5G_mmWave,12,3,11,0,0,335,8.05,-71.7,0.507,128,0.681,0.884,69.1,24.3,115.839,mixed,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2024-06-13 14:07:00,Hyderabad_IT,5G_NSA,14,3,6,0,0,523,3.9,-84.1,0.236,149,0.822,0.551,82.3,34.9,105.56,tech_hub,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2023-03-07 10:01:00,Chennai_Port,5G_SA,10,1,3,0,0,386,11.65,-91.7,0.143,116,0.617,0.472,72.1,21.8,78.725,mixed,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2023-08-24 18:14:00,Surat_Trade,5G_mmWave,18,3,8,0,0,326,10.96,-71.4,0.265,97,0.614,0.477,56.0,30.6,52.164,commercial,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
2024-12-25 20:03:00,Mumbai_Urban,5G_SA,20,2,12,0,0,985,7.56,-71.0,0.031,150,0.65,0.512,99.9,21.3,199.886,high_density,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
2023-02-02 10:04:00,Chennai_Port,5G_SA,10,3,2,0,0,381,6.94,-69.8,0.096,121,0.677,0.919,76.6,21.1,94.067,mixed,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2023-10-13 21:31:00,Jaipur_Tourist,5G_SA,21,4,10,0,0,306,11.34,-59.0,0.024,88,0.646,0.705,68.5,22.6,60.438,tourist,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2023-05-16 23:59:00,Chennai_Port,5G_mmWave,23,1,5,0,0,435,4.93,-72.5,0.253,99,0.571,0.481,70.6,34.0,95.269,mixed,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2024-04-29 07:50:00,Surat_Trade,5G_mmWave,7,0,4,0,0,222,8.3,-52.5,0.334,86,0.685,0.963,46.2,26.2,50.887,commercial,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
2023-07-14 03:06:00,Ahmedabad_Commercial,5G_NSA,3,4,7,0,0,164,9.93,-75.9,0.329,127,0.574,0.714,29.1,36.6,44.304,commercial,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2024-03-09 13:29:00,Pune_Industrial,5G_NSA,13,5,3,1,0,411,6.8,-89.8,0.123,128,0.728,0.63,76.7,24.3,97.411,industrial,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
2024-10-31 20:06:00,Mumbai_Urban,5G_mmWave,20,3,10,0,0,791,9.79,-69.3,0.24,171,0.673,0.873,99.6,26.6,223.066,high_density,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
2023-12-14 03:15:00,Mumbai_Urban,5G_NSA,3,3,12,0,0,379,10.05,-65.4,0.792,151,0.591,0.878,43.0,19.9,99.439,high_density,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
2024-07-03 14:08:00,Chennai_Port,5G_SA,14,2,7,0,0,424,11.21,-68.7,0.137,119,0.873,0.945,84.7,28.7,122.783,mixed,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2023-10-13 14:15:00,Pune_Industrial,5G_SA,14,4,10,0,0,366,8.09,-71.6,0.667,141,0.733,0.824,66.2,28.7,80.894,industrial,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
2024-07-17 03:03:00,Delhi_Metro,5G_NSA,3,2,7,0,0,422,9.73,-79.9,1.532,199,0.605,0.953,55.6,34.2,118.521,high_density,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2023-04-06 07:10:00,Jaipur_Tourist,5G_SA,7,3,4,0,0,154,11.89,-76.7,0.176,75,0.73,0.608,47.2,28.2,29.796,tourist,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2024-05-07 06:55:00,Pune_Industrial,5G_NSA,6,1,5,0,1,151,7.49,-74.0,0.457,117,0.598,0.617,40.5,36.5,53.123,industrial,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
2023-06-18 12:00:00,Pune_Industrial,5G_SA,12,6,6,1,0,364,6.65,-73.3,1.755,120,0.694,0.526,66.9,33.1,98.84,industrial,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
2024-04-10 09:27:00,Pune_Industrial,5G_NSA,9,2,4,0,0,265,7.66,-77.7,0.523,118,0.688,0.664,45.6,31.7,75.732,industrial,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
2024-05-13 04:12:00,Jaipur_Tourist,5G_mmWave,4,0,5,0,0,116,10.2,-67.8,0.345,84,0.719,0.416,28.8,34.8,21.064,tourist,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2023-03-01 18:47:00,Kolkata_Central,5G_SA,18,2,3,0,0,356,8.98,-81.8,0.031,102,0.771,0.913,86.1,23.9,88.53,medium,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
2023-11-18 01:03:00,Jaipur_Tourist,5G_SA,1,5,11,1,0,97,7.91,-57.9,0.995,89,0.532,0.754,24.1,20.8,21.906,tourist,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2024-05-29 16:10:00,Surat_Trade,5G_NSA,16,2,5,0,0,263,11.64,-70.3,0.458,78,0.683,0.692,65.0,31.3,71.791,commercial,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False
2023-03-24 05:04:00,Mumbai_Urban,5G_mmWave,5,4,3,0,0,517,9.0,-75.3,0.765,156,0.652,0.564,68.8,22.1,96.755,high_density,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
2024-11-22 07:25:00,Surat_Trade,5G_SA,7,4,11,0,0,236,11.72,-58.7,0.233,106,0.749,0.63,43.8,23.1,42.981,commercial,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False
2023-09-10 18:38:00,Delhi_Metro,5G_mmWave,18,6,9,1,0,993,5.13,-67.4,0.148,175,0.602,0.74,100.0,34.2,245.928,high_density,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2023-03-25 13:42:00,Mumbai_Urban,5G_mmWave,13,5,3,1,0,921,9.55,-76.6,0.221,174,0.708,0.863,100.0,24.9,197.068,high_density,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
2024-06-19 10:59:00,Surat_Trade,5G_mmWave,10,2,6,0,0,283,9.6,-67.7,0.416,83,0.609,0.95,49.8,32.5,68.519,commercial,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
2024-11-16 22:20:00,Kolkata_Central,5G_SA,22,5,11,1,0,493,8.97,-67.5,0.329,122,0.816,0.694,81.4,26.3,122.879,medium,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
2024-02-10 04:42:00,Chennai_Port,5G_NSA,4,5,2,1,0,272,11.39,-73.7,1.313,147,0.628,0.591,33.2,22.9,55.288,mixed,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2023-11-20 02:00:00,Kolkata_Central,5G_NSA,2,0,11,0,0,146,10.04,-62.0,0.32,104,0.521,0.874,24.8,28.1,35.112,medium,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
2024-07-30 03:04:00,Ahmedabad_Commercial,5G_mmWave,3,1,7,0,0,155,12.18,-71.6,0.756,125,0.847,0.924,24.1,32.9,41.005,commercial,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2024-06-02 08:08:00,Jaipur_Tourist,5G_SA,8,6,6,1,0,222,8.44,-82.8,0.205,72,0.578,0.411,51.8,33.1,41.429,tourist,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2023-09-08 11:18:00,Hyderabad_IT,5G_SA,11,4,9,0,0,624,8.12,-78.6,0.679,165,0.574,0.995,91.5,32.1,163.807,tech_hub,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2024-07-10 22:19:00,Bangalore_Tech,5G_NSA,22,2,7,0,0,605,6.69,-77.0,0.429,150,0.652,0.981,90.4,38.3,214.927,tech_hub,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2024-06-25 00:42:00,Surat_Trade,5G_mmWave,0,1,6,0,0,95,10.09,-77.6,0.581,93,0.534,0.933,21.5,32.0,25.054,commercial,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
2024-11-10 03:56:00,Jaipur_Tourist,5G_NSA,3,6,11,1,0,127,9.15,-83.0,0.661,80,0.544,0.532,29.1,23.4,19.788,tourist,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2023-04-29 03:47:00,Bangalore_Tech,5G_NSA,3,5,4,1,0,311,13.16,-69.3,0.403,163,0.676,0.878,46.2,26.9,94.059,tech_hub,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2023-10-06 09:38:00,Jaipur_Tourist,5G_SA,9,4,10,0,0,237,9.76,-63.5,0.364,87,0.794,0.929,54.5,27.5,49.156,tourist,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2023-12-18 06:43:00,Chennai_Port,5G_mmWave,6,0,12,0,0,222,11.34,-68.8,0.462,128,0.69,0.868,41.2,29.3,63.492,mixed,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2024-05-15 08:57:00,Kolkata_Central,5G_mmWave,8,2,5,0,0,295,9.56,-67.1,0.132,131,0.689,0.441,53.0,34.2,53.721,medium,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
2024-10-11 13:53:00,Mumbai_Urban,5G_SA,13,4,10,0,0,932,7.19,-71.0,0.631,180,0.852,0.81,77.8,27.8,182.685,high_density,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
2023-01-04 10:49:00,Kolkata_Central,5G_SA,10,2,1,0,0,289,4.2,-68.5,0.415,101,0.632,0.808,73.5,18.2,75.98,medium,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
2023-09-26 05:47:00,Bangalore_Tech,5G_mmWave,5,1,9,0,1,300,10.02,-66.9,0.53,152,0.628,0.936,46.5,31.7,115.299,tech_hub,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2024-12-23 13:35:00,Ahmedabad_Commercial,5G_mmWave,13,0,12,0,0,281,11.04,-72.7,1.049,105,0.807,0.866,68.7,24.5,93.139,commercial,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2023-03-19 22:57:00,Mumbai_Urban,5G_SA,22,6,3,1,0,1052,10.25,-68.1,0.172,152,0.64,0.52,96.4,30.4,187.024,high_density,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
2023-02-06 11:37:00,Bangalore_Tech,5G_mmWave,11,0,2,0,0,572,7.14,-75.6,0.049,133,0.498,0.688,91.8,18.1,122.044,tech_hub,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2024-03-16 04:02:00,Jaipur_Tourist,5G_SA,4,5,3,1,0,155,10.45,-76.6,0.283,69,0.775,0.736,28.2,27.6,31.33,tourist,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2023-02-10 11:13:00,Kolkata_Central,5G_NSA,11,4,2,0,1,333,7.89,-57.6,0.529,100,0.751,0.463,76.4,27.0,96.296,medium,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
2023-04-16 11:49:00,Chennai_Port,5G_mmWave,11,6,4,1,0,484,9.24,-66.5,0.53,119,0.818,0.671,76.1,28.6,124.671,mixed,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2024-09-27 23:09:00,Jaipur_Tourist,5G_NSA,23,4,9,0,0,236,7.28,-74.6,1.142,76,0.735,0.874,75.2,30.9,55.037,tourist,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2023-07-01 13:01:00,Chennai_Port,5G_SA,13,5,7,1,0,555,5.89,-67.5,0.357,104,0.67,0.921,86.1,29.0,167.703,mixed,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2023-12-07 13:51:00,Bangalore_Tech,5G_mmWave,13,3,12,0,0,520,5.22,-70.2,0.188,164,0.8,0.924,99.1,22.3,202.919,tech_hub,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2023-06-13 22:06:00,Chennai_Port,5G_NSA,22,1,6,0,0,464,8.82,-82.0,0.275,132,0.757,0.508,87.0,34.0,101.911,mixed,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2024-04-26 07:12:00,Pune_Industrial,5G_SA,7,4,4,0,0,227,9.01,-65.8,0.309,123,0.363,0.635,52.9,24.1,53.248,industrial,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
2023-11-09 07:14:00,Ahmedabad_Commercial,5G_NSA,7,3,11,0,0,207,5.56,-70.0,0.705,114,0.798,0.5,48.1,27.6,51.862,commercial,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2023-07-17 12:21:00,Mumbai_Urban,5G_mmWave,12,0,7,0,1,790,9.11,-63.8,0.094,151,0.716,0.434,96.4,36.2,204.044,high_density,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
2023-10-13 11:41:00,Kolkata_Central,5G_SA,11,4,10,0,0,333,8.07,-68.4,0.257,84,0.778,0.673,51.5,29.0,95.4,medium,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
2024-11-26 17:21:00,Jaipur_Tourist,5G_NSA,17,1,11,0,0,257,6.05,-67.1,1.064,66,0.591,0.666,63.0,24.4,51.883,tourist,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2023-09-25 05:37:00,Mumbai_Urban,5G_SA,5,0,9,0,0,515,12.18,-69.5,0.479,177,0.696,0.636,50.3,27.6,93.451,high_density,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
2023-04-22 19:27:00,Kolkata_Central,5G_SA,19,5,4,1,0,476,8.41,-69.4,0.226,107,0.75,0.801,86.1,29.8,128.593,medium,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
2023-11-18 13:38:00,Hyderabad_IT,5G_mmWave,13,5,11,1,0,706,8.39,-80.2,0.017,134,0.855,0.633,69.6,22.5,150.415,tech_hub,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2024-01-30 18:12:00,Jaipur_Tourist,5G_SA,18,1,1,0,0,274,10.02,-77.5,0.143,91,0.925,0.688,50.6,17.8,57.128,tourist,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2024-12-26 13:00:00,Kolkata_Central,5G_SA,13,3,12,0,0,374,9.51,-67.4,0.395,135,0.771,0.546,71.7,23.6,92.526,medium,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
2024-12-04 23:47:00,Jaipur_Tourist,5G_mmWave,23,2,12,0,0,201,8.05,-79.9,0.512,81,0.582,0.766,66.6,19.8,61.076,tourist,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2024-03-17 02:42:00,Chennai_Port,5G_NSA,2,6,3,1,0,204,9.06,-67.6,0.523,131,0.451,0.978,37.3,26.3,53.31,mixed,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
